"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000206073","SERPINB4","ENSG00000206073_SERPINB4","protein_coding","chr18",63637259,63644256,"-",6,26,0,26
"ENSG00000206075","SERPINB5","ENSG00000206075_SERPINB5","protein_coding","chr18",63476958,63505085,"+",5573,5416,4470,6643
"ENSG00000206149","HERC2P9","ENSG00000206149_HERC2P9","transcribed_unprocessed_pseudogene","chr15",28590189,28674027,"+",395,229,236,233
"ENSG00000206195","DUXAP8","ENSG00000206195_DUXAP8","lncRNA","chr22",15784959,15829984,"+",433,263,240,362
"ENSG00000206228","HNRNPA1P4","ENSG00000206228_HNRNPA1P4","processed_pseudogene","chr8",82291624,82292379,"-",0,0,0,35
"ENSG00000206337","HCP5","ENSG00000206337_HCP5","lncRNA","chr6",31463170,31478936,"+",324,308,166,432
"ENSG00000206341","HLA-H","ENSG00000206341_HLA-H","unprocessed_pseudogene","chr6",29887752,29890482,"+",293,363,274,331
"ENSG00000206417","H1-10-AS1","ENSG00000206417_H1-10-AS1","lncRNA","chr3",129315392,129326225,"+",44,21,12,16
"ENSG00000206418","RAB12","ENSG00000206418_RAB12","protein_coding","chr18",8609437,8639383,"+",1673,1392,1047,1698
"ENSG00000206503","HLA-A","ENSG00000206503_HLA-A","protein_coding","chr6",29941260,29949572,"+",8833,9726,6282,10496
"ENSG00000206527","HACD2","ENSG00000206527_HACD2","protein_coding","chr3",123490820,123585053,"-",4510,3324,2151,3328
"ENSG00000206530","CFAP44","ENSG00000206530_CFAP44","protein_coding","chr3",113286930,113441610,"-",70,44,29,16
"ENSG00000206538","VGLL3","ENSG00000206538_VGLL3","protein_coding","chr3",86876388,86991149,"-",273,329,117,252
"ENSG00000206560","ANKRD28","ENSG00000206560_ANKRD28","protein_coding","chr3",15667236,15859771,"-",1635,687,839,1081
"ENSG00000206562","METTL6","ENSG00000206562_METTL6","protein_coding","chr3",15381275,15440566,"-",389,289,236,359
"ENSG00000206573","THUMPD3-AS1","ENSG00000206573_THUMPD3-AS1","lncRNA","chr3",9349689,9398579,"-",383,149,178,401
"ENSG00000207547","MIR25","ENSG00000207547_MIR25","miRNA","chr7",100093560,100093643,"-",45,10,6,11
"ENSG00000209482","SNORD83A","ENSG00000209482_SNORD83A","snoRNA","chr22",39315213,39315307,"-",42,11,23,8
"ENSG00000210082","MT-RNR2","ENSG00000210082_MT-RNR2","Mt_rRNA","chrM",1671,3229,"+",175142,215726,124909,149128
"ENSG00000210107","MT-TQ","ENSG00000210107_MT-TQ","Mt_tRNA","chrM",4329,4400,"-",74,7,27,11
"ENSG00000210151","MT-TS1","ENSG00000210151_MT-TS1","Mt_tRNA","chrM",7446,7514,"-",32,3,12,8
"ENSG00000210194","MT-TE","ENSG00000210194_MT-TE","Mt_tRNA","chrM",14674,14742,"-",37,3,16,13
"ENSG00000210195","MT-TT","ENSG00000210195_MT-TT","Mt_tRNA","chrM",15888,15953,"+",146,129,73,76
"ENSG00000210196","MT-TP","ENSG00000210196_MT-TP","Mt_tRNA","chrM",15956,16023,"-",37,5,19,7
"ENSG00000211450","SELENOH","ENSG00000211450_SELENOH","protein_coding","chr11",57741491,57743554,"+",521,462,366,368
"ENSG00000211451","GNRHR2","ENSG00000211451_GNRHR2","transcribed_unitary_pseudogene","chr1",145919344,145925233,"+",85,74,41,138
"ENSG00000211455","STK38L","ENSG00000211455_STK38L","protein_coding","chr12",27243968,27325959,"+",974,698,534,1133
"ENSG00000211456","SACM1L","ENSG00000211456_SACM1L","protein_coding","chr3",45689056,45745412,"+",1695,880,917,1103
"ENSG00000211459","MT-RNR1","ENSG00000211459_MT-RNR1","Mt_rRNA","chrM",648,1601,"+",18239,18493,12073,15710
"ENSG00000211460","TSN","ENSG00000211460_TSN","protein_coding","chr2",121737103,121767853,"+",3591,1859,2098,2349
"ENSG00000211584","SLC48A1","ENSG00000211584_SLC48A1","protein_coding","chr12",47753916,47782751,"+",676,875,354,829
"ENSG00000212123","PRR22","ENSG00000212123_PRR22","protein_coding","chr19",5782960,5784746,"-",28,10,26,12
"ENSG00000212232","SNORD17","ENSG00000212232_SNORD17","snoRNA","chr20",17962710,17962946,"-",72,7,32,33
"ENSG00000212664","RPL17P39","ENSG00000212664_RPL17P39","processed_pseudogene","chr15",71341158,71341712,"-",28,20,20,22
"ENSG00000212694","LINC01089","ENSG00000212694_LINC01089","lncRNA","chr12",121795267,121803906,"-",51,33,23,32
"ENSG00000212719","LINC02693","ENSG00000212719_LINC02693","lncRNA","chr17",21428263,21574517,"-",261,228,251,442
"ENSG00000212724","KRTAP2-3","ENSG00000212724_KRTAP2-3","protein_coding","chr17",41059240,41060114,"-",27,8,162,41
"ENSG00000212802","RPL15P3","ENSG00000212802_RPL15P3","processed_pseudogene","chr6",12514110,12514724,"+",1833,1291,1190,1480
"ENSG00000212864","RNF208","ENSG00000212864_RNF208","protein_coding","chr9",137220247,137222240,"-",93,194,74,192
"ENSG00000212907","MT-ND4L","ENSG00000212907_MT-ND4L","protein_coding","chrM",10470,10766,"+",18054,12679,13915,10820
"ENSG00000212978","C2orf74-DT","ENSG00000212978_C2orf74-DT","lncRNA","chr2",61141592,61144969,"-",221,215,161,190
"ENSG00000213015","ZNF580","ENSG00000213015_ZNF580","protein_coding","chr19",55635016,55643470,"+",462,330,281,398
"ENSG00000213020","ZNF611","ENSG00000213020_ZNF611","protein_coding","chr19",52702813,52735073,"-",79,54,31,40
"ENSG00000213023","SYT3","ENSG00000213023_SYT3","protein_coding","chr19",50621307,50639881,"-",53,118,52,156
"ENSG00000213024","NUP62","ENSG00000213024_NUP62","protein_coding","chr19",49906825,49929764,"-",2319,1384,1326,1524
"ENSG00000213025","COX20P1","ENSG00000213025_COX20P1","processed_pseudogene","chr10",68632371,68632727,"+",148,35,63,39
"ENSG00000213047","DENND1B","ENSG00000213047_DENND1B","protein_coding","chr1",197504748,197775696,"-",260,160,174,212
"ENSG00000213064","SFT2D2","ENSG00000213064_SFT2D2","protein_coding","chr1",168225938,168253021,"+",1684,1066,785,1132
"ENSG00000213066","CEP43","ENSG00000213066_CEP43","protein_coding","chr6",166999174,167052718,"+",453,189,211,219
"ENSG00000213073","CHP1P2","ENSG00000213073_CHP1P2","transcribed_processed_pseudogene","chr6",160093423,160093993,"+",39,34,51,45
"ENSG00000213079","SCAF8","ENSG00000213079_SCAF8","protein_coding","chr6",154733378,154834244,"+",1220,920,661,1053
"ENSG00000213080","ENSG00000213080","ENSG00000213080_ENSG00000213080","processed_pseudogene","chr1",160894980,160896076,"+",156,87,78,116
"ENSG00000213085","CFAP45","ENSG00000213085_CFAP45","protein_coding","chr1",159872364,159900165,"-",27,28,10,23
"ENSG00000213096","ZNF254","ENSG00000213096_ZNF254","protein_coding","chr19",24033405,24129968,"+",85,45,48,70
"ENSG00000213123","DYNLT2B","ENSG00000213123_DYNLT2B","protein_coding","chr3",196291219,196318299,"-",41,16,26,21
"ENSG00000213139","CRYGS","ENSG00000213139_CRYGS","protein_coding","chr3",186538441,186546702,"-",71,19,36,34
"ENSG00000213160","KLHL23","ENSG00000213160_KLHL23","protein_coding","chr2",169694488,169776989,"+",95,48,63,141
"ENSG00000213178","RPL22P1","ENSG00000213178_RPL22P1","processed_pseudogene","chr3",169483671,169484080,"-",734,573,518,698
"ENSG00000213185","FAM24B","ENSG00000213185_FAM24B","protein_coding","chr10",122849078,122879641,"-",68,31,42,72
"ENSG00000213186","TRIM59","ENSG00000213186_TRIM59","protein_coding","chr3",160432445,160485773,"-",591,117,158,150
"ENSG00000213189","BTF3L4P2","ENSG00000213189_BTF3L4P2","processed_pseudogene","chr2",159003975,159004320,"+",160,90,105,135
"ENSG00000213190","MLLT11","ENSG00000213190_MLLT11","protein_coding","chr1",151060397,151069544,"+",744,585,402,724
"ENSG00000213199","ASIC3","ENSG00000213199_ASIC3","protein_coding","chr7",151048292,151052756,"+",37,92,32,101
"ENSG00000213214","ARHGEF35","ENSG00000213214_ARHGEF35","protein_coding","chr7",144186083,144195879,"-",192,133,167,208
"ENSG00000213225","NOC2LP1","ENSG00000213225_NOC2LP1","transcribed_processed_pseudogene","chr2",130229379,130231613,"+",82,22,39,36
"ENSG00000213250","RBMS2P1","ENSG00000213250_RBMS2P1","processed_pseudogene","chr12",94423744,94424969,"-",26,7,27,6
"ENSG00000213260","YWHAZP5","ENSG00000213260_YWHAZP5","processed_pseudogene","chr10",105686322,105687051,"+",43,21,19,29
"ENSG00000213281","NRAS","ENSG00000213281_NRAS","protein_coding","chr1",114704469,114716771,"-",2906,1659,1801,2145
"ENSG00000213300","HNRNPA3P6","ENSG00000213300_HNRNPA3P6","processed_pseudogene","chr3",75214631,75215636,"+",84,36,38,52
"ENSG00000213326","RPS7P11","ENSG00000213326_RPS7P11","processed_pseudogene","chr17",46721582,46722167,"-",526,349,319,446
"ENSG00000213337","ANKRD39","ENSG00000213337_ANKRD39","protein_coding","chr2",96836611,96858016,"-",138,130,84,72
"ENSG00000213339","QTRT1","ENSG00000213339_QTRT1","protein_coding","chr19",10701430,10713437,"+",1102,784,735,666
"ENSG00000213341","CHUK","ENSG00000213341_CHUK","protein_coding","chr10",100188300,100229596,"-",1354,661,679,1312
"ENSG00000213347","MXD3","ENSG00000213347_MXD3","protein_coding","chr5",177301461,177312757,"-",451,158,138,120
"ENSG00000213371","NAP1L1P3","ENSG00000213371_NAP1L1P3","processed_pseudogene","chr3",120805866,120806745,"+",37,17,26,14
"ENSG00000213380","COG8","ENSG00000213380_COG8","protein_coding","chr16",69320140,69339583,"-",480,346,227,304
"ENSG00000213390","ARHGAP19","ENSG00000213390_ARHGAP19","protein_coding","chr10",97222173,97292673,"-",801,207,335,362
"ENSG00000213398","LCAT","ENSG00000213398_LCAT","protein_coding","chr16",67939750,67944131,"-",246,235,207,202
"ENSG00000213420","GPC2","ENSG00000213420_GPC2","protein_coding","chr7",100169606,100177381,"-",43,89,33,67
"ENSG00000213430","HSPD1P1","ENSG00000213430_HSPD1P1","processed_pseudogene","chr5",21882585,21884310,"+",324,125,174,233
"ENSG00000213442","RPL18AP3","ENSG00000213442_RPL18AP3","processed_pseudogene","chr12",104265309,104265836,"+",666,553,524,543
"ENSG00000213445","SIPA1","ENSG00000213445_SIPA1","protein_coding","chr11",65638101,65650918,"+",696,855,433,787
"ENSG00000213453","FTH1P3","ENSG00000213453_FTH1P3","processed_pseudogene","chr2",27392784,27393367,"-",7,2,14,28
"ENSG00000213462","ERV3-1","ENSG00000213462_ERV3-1","protein_coding","chr7",64990356,65006743,"-",175,123,53,102
"ENSG00000213463","SYNJ2BP","ENSG00000213463_SYNJ2BP","protein_coding","chr14",70366499,70417090,"-",654,592,325,605
"ENSG00000213465","ARL2","ENSG00000213465_ARL2","protein_coding","chr11",65014160,65022184,"+",1054,1189,729,1062
"ENSG00000213468","FIRRE","ENSG00000213468_FIRRE","lncRNA","chrX",131688779,131830862,"-",16,28,17,16
"ENSG00000213516","RBMXL1","ENSG00000213516_RBMXL1","protein_coding","chr1",88979456,88992960,"-",774,394,360,655
"ENSG00000213523","SRA1","ENSG00000213523_SRA1","protein_coding","chr5",140537340,140557677,"-",1368,999,954,1170
"ENSG00000213533","STIMATE","ENSG00000213533_STIMATE","protein_coding","chr3",52836219,52897548,"-",62,62,53,80
"ENSG00000213551","DNAJC9","ENSG00000213551_DNAJC9","protein_coding","chr10",73183362,73247255,"-",2091,806,1118,1009
"ENSG00000213553","RPLP0P6","ENSG00000213553_RPLP0P6","processed_pseudogene","chr2",38481851,38482804,"+",2739,2236,1900,2123
"ENSG00000213563","C8orf82","ENSG00000213563_C8orf82","protein_coding","chr8",144525733,144529132,"-",292,187,193,168
"ENSG00000213569","GTF3C6P2","ENSG00000213569_GTF3C6P2","processed_pseudogene","chrX",107131659,107132269,"+",55,21,36,26
"ENSG00000213585","VDAC1","ENSG00000213585_VDAC1","protein_coding","chr5",133971871,134004975,"-",14721,9180,9394,11323
"ENSG00000213593","TMX2","ENSG00000213593_TMX2","protein_coding","chr11",57712580,57742987,"+",3293,1778,1834,2229
"ENSG00000213614","HEXA","ENSG00000213614_HEXA","protein_coding","chr15",72340924,72376420,"-",1082,1219,681,1218
"ENSG00000213619","NDUFS3","ENSG00000213619_NDUFS3","protein_coding","chr11",47565336,47584562,"+",2559,1482,1642,1888
"ENSG00000213625","LEPROT","ENSG00000213625_LEPROT","protein_coding","chr1",65420587,65436007,"+",2018,1494,865,1543
"ENSG00000213626","LBH","ENSG00000213626_LBH","protein_coding","chr2",30231534,30323730,"+",6,64,3,102
"ENSG00000213638","ADAT3","ENSG00000213638_ADAT3","protein_coding","chr19",1905399,1913447,"+",28,20,19,11
"ENSG00000213639","PPP1CB","ENSG00000213639_PPP1CB","protein_coding","chr2",28751640,28802940,"+",4512,2344,2235,2219
"ENSG00000213654","GPSM3","ENSG00000213654_GPSM3","protein_coding","chr6",32190766,32195523,"-",195,226,192,268
"ENSG00000213672","NCKIPSD","ENSG00000213672_NCKIPSD","protein_coding","chr3",48673844,48686364,"-",1262,1001,717,1096
"ENSG00000213676","ATF6B","ENSG00000213676_ATF6B","protein_coding","chr6",32115264,32128253,"-",3865,2805,2228,2268
"ENSG00000213683","ENSG00000213683","ENSG00000213683_ENSG00000213683","processed_pseudogene","chr22",50754675,50755434,"-",59,42,54,69
"ENSG00000213694","S1PR3","ENSG00000213694_S1PR3","protein_coding","chr9",88990863,89005155,"+",222,247,84,270
"ENSG00000213699","SLC35F6","ENSG00000213699_SLC35F6","protein_coding","chr2",26764284,26781231,"+",1226,1176,889,814
"ENSG00000213700","RPL17P50","ENSG00000213700_RPL17P50","processed_pseudogene","chr10",73005833,73006595,"-",13,21,2,24
"ENSG00000213719","CLIC1","ENSG00000213719_CLIC1","protein_coding","chr6",31730581,31739763,"-",17776,11304,16232,17214
"ENSG00000213722","DDAH2","ENSG00000213722_DDAH2","protein_coding","chr6",31727038,31730617,"-",1280,2322,1328,2139
"ENSG00000213740","SERBP1P1","ENSG00000213740_SERBP1P1","processed_pseudogene","chrX",68783472,68785066,"+",418,158,232,255
"ENSG00000213741","RPS29","ENSG00000213741_RPS29","protein_coding","chr14",49570984,49599164,"-",10867,7789,8008,8948
"ENSG00000213742","ZNF337-AS1","ENSG00000213742_ZNF337-AS1","lncRNA","chr20",25624045,25689032,"+",38,13,9,11
"ENSG00000213753","CENPBD2P","ENSG00000213753_CENPBD2P","transcribed_processed_pseudogene","chr19",58598967,58599435,"+",799,427,441,449
"ENSG00000213762","ZNF134","ENSG00000213762_ZNF134","protein_coding","chr19",57614233,57624724,"+",665,563,350,795
"ENSG00000213790","OLA1P1","ENSG00000213790_OLA1P1","processed_pseudogene","chr22",42107765,42108953,"-",133,68,64,67
"ENSG00000213793","ZNF888","ENSG00000213793_ZNF888","protein_coding","chr19",52904415,52923470,"-",104,38,44,40
"ENSG00000213799","ZNF845","ENSG00000213799_ZNF845","protein_coding","chr19",53333749,53356906,"+",211,130,98,122
"ENSG00000213853","EMP2","ENSG00000213853_EMP2","protein_coding","chr16",10528422,10580632,"-",4099,2884,1904,2849
"ENSG00000213859","KCTD11","ENSG00000213859_KCTD11","protein_coding","chr17",7351889,7354944,"+",482,677,228,598
"ENSG00000213862","RPL7AP62","ENSG00000213862_RPL7AP62","processed_pseudogene","chr15",47730144,47730935,"-",72,57,50,66
"ENSG00000213866","YBX1P10","ENSG00000213866_YBX1P10","processed_pseudogene","chr9",35971344,35972318,"-",565,337,428,489
"ENSG00000213889","PPM1N","ENSG00000213889_PPM1N","protein_coding","chr19",45488777,45502513,"+",40,68,24,66
"ENSG00000213903","LTB4R","ENSG00000213903_LTB4R","protein_coding","chr14",24311450,24318036,"+",447,321,286,312
"ENSG00000213904","LIPE-AS1","ENSG00000213904_LIPE-AS1","lncRNA","chr19",42397114,42652367,"+",32,48,13,42
"ENSG00000213906","LTB4R2","ENSG00000213906_LTB4R2","protein_coding","chr14",24305734,24312053,"+",95,59,66,58
"ENSG00000213918","DNASE1","ENSG00000213918_DNASE1","protein_coding","chr16",3611728,3680143,"+",507,457,269,458
"ENSG00000213923","CSNK1E","ENSG00000213923_CSNK1E","protein_coding","chr22",38290691,38318084,"-",2752,2640,2655,3874
"ENSG00000213928","IRF9","ENSG00000213928_IRF9","protein_coding","chr14",24161234,24168043,"+",67,69,42,78
"ENSG00000213930","GALT","ENSG00000213930_GALT","protein_coding","chr9",34638133,34651035,"+",564,473,283,294
"ENSG00000213937","CLDN9","ENSG00000213937_CLDN9","protein_coding","chr16",3012923,3014505,"+",53,216,33,257
"ENSG00000213949","ITGA1","ENSG00000213949_ITGA1","protein_coding","chr5",52787916,52959209,"+",258,158,183,273
"ENSG00000213963","ENSG00000213963","ENSG00000213963_ENSG00000213963","lncRNA","chr2",177271125,177392699,"-",19,13,20,14
"ENSG00000213965","NUDT19","ENSG00000213965_NUDT19","protein_coding","chr19",32691821,32713792,"+",726,623,382,732
"ENSG00000213967","ZNF726","ENSG00000213967_ZNF726","protein_coding","chr19",23914876,23945159,"+",134,43,51,48
"ENSG00000213977","TAX1BP3","ENSG00000213977_TAX1BP3","protein_coding","chr17",3662895,3668679,"-",137,109,69,116
"ENSG00000213983","AP1G2","ENSG00000213983_AP1G2","protein_coding","chr14",23559565,23568070,"-",4003,3017,2314,2653
"ENSG00000213985","ENSG00000213985","ENSG00000213985_ENSG00000213985","processed_pseudogene","chr19",20257720,20259418,"+",97,48,45,82
"ENSG00000213995","NAXD","ENSG00000213995_NAXD","protein_coding","chr13",110615545,110639996,"+",1743,1326,1228,1505
"ENSG00000214013","GANC","ENSG00000214013_GANC","protein_coding","chr15",42273201,42353666,"+",755,605,416,504
"ENSG00000214021","TTLL3","ENSG00000214021_TTLL3","protein_coding","chr3",9808086,9855138,"+",168,250,156,217
"ENSG00000214022","REPIN1","ENSG00000214022_REPIN1","protein_coding","chr7",150368189,150374044,"+",3883,3413,2085,4193
"ENSG00000214026","MRPL23","ENSG00000214026_MRPL23","protein_coding","chr11",1947278,1984522,"+",120,116,124,102
"ENSG00000214029","ZNF891","ENSG00000214029_ZNF891","protein_coding","chr12",133104779,133130274,"-",111,83,46,96
"ENSG00000214046","SMIM7","ENSG00000214046_SMIM7","protein_coding","chr19",16630751,16660442,"-",872,601,516,718
"ENSG00000214049","UCA1","ENSG00000214049_UCA1","lncRNA","chr19",15828206,15836328,"+",548,1963,327,2027
"ENSG00000214050","FBXO16","ENSG00000214050_FBXO16","protein_coding","chr8",28348287,28490278,"-",131,95,134,142
"ENSG00000214063","TSPAN4","ENSG00000214063_TSPAN4","protein_coding","chr11",842812,867116,"+",1621,1070,1156,915
"ENSG00000214078","CPNE1","ENSG00000214078_CPNE1","protein_coding","chr20",35626031,35664956,"-",8739,6759,6659,6901
"ENSG00000214087","ARL16","ENSG00000214087_ARL16","protein_coding","chr17",81681187,81683797,"-",562,397,322,274
"ENSG00000214106","PAXIP1-AS2","ENSG00000214106_PAXIP1-AS2","lncRNA","chr7",154928460,154952188,"+",192,281,123,247
"ENSG00000214113","LYRM4","ENSG00000214113_LYRM4","protein_coding","chr6",5103629,5260950,"-",1255,741,765,1047
"ENSG00000214114","MYCBP","ENSG00000214114_MYCBP","protein_coding","chr1",38862493,38873368,"-",914,477,492,614
"ENSG00000214135","SDHAP4","ENSG00000214135_SDHAP4","transcribed_unprocessed_pseudogene","chr3",197619740,197627848,"-",316,200,170,286
"ENSG00000214140","PRCD","ENSG00000214140_PRCD","protein_coding","chr17",76527586,76553578,"+",70,145,35,93
"ENSG00000214145","LINC00887","ENSG00000214145_LINC00887","lncRNA","chr3",194296191,194322871,"-",11,38,14,50
"ENSG00000214160","ALG3","ENSG00000214160_ALG3","protein_coding","chr3",184242301,184249548,"-",1876,1063,1201,1689
"ENSG00000214174","AMZ2P1","ENSG00000214174_AMZ2P1","transcribed_unprocessed_pseudogene","chr17",64968222,64973517,"-",82,47,32,50
"ENSG00000214176","PLEKHM1P1","ENSG00000214176_PLEKHM1P1","transcribed_unprocessed_pseudogene","chr17",64785259,64829208,"-",384,280,246,219
"ENSG00000214182","PTMAP5","ENSG00000214182_PTMAP5","transcribed_processed_pseudogene","chr13",81690068,81690400,"+",73,34,49,46
"ENSG00000214185","XPOTP1","ENSG00000214185_XPOTP1","processed_pseudogene","chr20",34213495,34215892,"-",45,35,34,74
"ENSG00000214192","UBE2V1P2","ENSG00000214192_UBE2V1P2","processed_pseudogene","chr3",175718231,175718670,"-",106,45,49,63
"ENSG00000214193","SH3D21","ENSG00000214193_SH3D21","protein_coding","chr1",36306368,36329340,"+",1103,819,646,651
"ENSG00000214194","SMIM30","ENSG00000214194_SMIM30","protein_coding","chr7",113116718,113118560,"-",2005,1356,1106,1467
"ENSG00000214212","C19orf38","ENSG00000214212_C19orf38","protein_coding","chr19",10836575,10869790,"+",3,11,4,25
"ENSG00000214223","HNRNPA1P10","ENSG00000214223_HNRNPA1P10","processed_pseudogene","chr19",11666069,11667030,"-",90,38,46,31
"ENSG00000214226","C17orf67","ENSG00000214226_C17orf67","protein_coding","chr17",56791913,56838773,"-",39,12,17,24
"ENSG00000214253","FIS1","ENSG00000214253_FIS1","protein_coding","chr7",101239458,101252316,"-",2181,1505,1229,1366
